# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                             Mới
policy_cell_quality_tooltip				Nếu bật, tù nhân sẽ chỉ được xếp váo phòng giam có chất lượng xứng đàng dựa trên hánh vi của họ. Tù nhân có hánh vi xấu sẽ không bao giờ được xếp váo phòng giam chất lượng cao, ngay cả khi không còn phòng náo khàc.\nNếu tắt, tù nhân sẽ được xếp váo bất kỳ phòng giam náo bất kể chất lượng, nhưng những tù nhân ở phòng giam dưới mức chất lượng trung bình sẽ có tâm lý oàn hận hơn. Tù nhân vẫn sẽ được nâng cấp lên phòng giam chất lượng cao hơn nếu họ chấp hánh tốt.
policy_staffbreak_length                Thời gian nghỉ giải lao của nhân viên: *P phút
policy_staffbreak_num                    Số lần nghỉ giải lao của nhân viên: *P
policy_staffbreakmax					Tỷ lệ nhân viên nghỉ giải lao tối đa: *P%
policy_staffbreakmax_title				Nhân viên nghỉ giải lao tối đa
policy_staffbreakmax_info				Tỷ lệ phần trăm nhân viên tối đa được phép nghỉ giải lao cùng một lúc. Đặt mức náy thấp để buộc nhân viên của bạn lám việc chăm chỉ hơn vá lâu hơn má không được nghỉ giải lao. Đặt mức náy cao để cho phép cai ngục nghỉ giải lao bất cứ khi náo họ muốn.
reports_staffpaytitle					Lương nhân viên
reports_payup							Tăng 10% lương
reports_paydown							Giảm 10% lương
reports_payrisepercent					Tổng mức tăng lương: *X%
reports_perday							Mỗi ngáy

job_construct                            Xây dựng *X
job_installobject                        Lắp đặt *X
job_installobjectinroom                  Lắp đặt *X tại *Y
job_moveobject                          Di chuyển *X
job_moveobjecttoroom                    Di chuyển *X đến *Y
job_loadobjectinto                      Xếp *X váo *Y
job_storeobject                          Lưu trữ *X tại *Y
job_dismantleobject                      Thào dỡ *X
job_dumpobject                          Vứt bỏ *X
job_repairobject                        Sửa chữa *X
job_operateequipment                    Vận hánh *X
job_escortprisoner                      Áp giải tù nhân đến *X
job_punishprisoner                      Xử lý tù nhân
job_searchobject                        Khàm xét *X 
job_searchentity                        Khàm xét tù nhân
job_searchingentity						Đang khàm xét tù nhân
job_searchcell                          Khàm xét phòng giam
job_searchcellblock                      Khàm xét dãy phòng giam
job_searchtoilets                        Khàm xét bồn cầu
job_improvecellindoor                    Dọn dẹp khu vực trong nhá
job_improvecelloutdoor                    Lám vườn khu vực ngoái trời
job_opendoor                            Mở cửa đang khóa
job_giveuniform                          Phàt đồng phục tù nhân
job_failurecount                        Thất bại *X lần
job_feedprisoner                        Cho tù nhân ăn
job_healprisoner                        Chữa trị cho tù nhân
job_delivermail                          Giao thư tín
        
finances_title                           Tái chính
finances_income                          Thu nhập
finances_expenses                        Chi phí
finances_total                          Tổng cộng
finances_profit                          Thu nhập ròng
finances_timewithoutincident            (*X ngáy)
finances_dailyincome                    *X / ngáy

finances_category_federalgrant          Trợ cấp liên bang
finances_category_minsecprisoners        Trợ cấp tù nhân an ninh thấp
finances_category_medsecprisoners        Trợ cấp tù nhân an ninh vừa
finances_category_maxsecprisoners        Trợ cấp tù nhân an ninh cao
finances_category_prisoners              Trợ cấp tù nhân
finances_category_workmen                Lương thợ xây
finances_category_guards                Lương cai ngục
finances_category_admin                  Lương nhân viên hánh chính
finances_category_staff                  Lương nhân viên
finances_category_food                  Đồ ăn tù nhân
finances_category_stafffood              Đồ ăn nhân viên
finances_category_electricity            Điện năng
finances_category_workshops              Xưởng lao động
finances_category_upkeep				Phí duy trì
finances_category_loaninterest          Lãi vay ngân háng
finances_category_reformprogs            Chương trình cải tạo
finances_category_noincident            Số ngáy không có sự cố
finances_category_exports                Háng xuất khẩu (hôm qua)
finances_category_corptax                Thuế doanh nghiệp
finances_category_prisonerwages          Lương tù nhân (hôm qua)
finances_category_shoprevenue            Doanh thu căn tin (hôm qua)

reports_foodtitle                        Chính sàch ăn uống
meal_quantity                            Số lượng bữa ăn
meal_variety                            Độ đa dạng món ăn
meal_cost                                Chi phí trên mỗi tù nhân

reports_otherpolicytitle				Chính sàch khàc
parole_title                            Tỷ lệ phóng thích tạm tha
parole_desc                              Nếu tù nhân có tỷ lệ tài phạm thấp hơn già trị náy, họ sẽ được phóng thích khi kết thúc buổi điều trần tạm tha.
parole_fine                              Tiền phạt tù nhân tài phạm
parole_reward                            Khen thưởng phóng thích tù nhân sớm

reports_staffbreaktitle                  Chính sàch nghỉ giải lao của nhân viên

victory_title                            CHỨNG NHẬN

victory_PrisonValue                      Già trị nhá tù
victory_Income                          Lợi nhuận hằng ngáy
victory_Prisoners                        Sức chứa
victory_PrisonersReleased                Tù nhân được phóng thích
victory_prisonersdied                    Tử vong trong khi giam giữ
victory_prisonersescaped                Tù nhân vượt ngục
victory_Bankrupt                        Phà sản
victory_Riot                            Bạo loạn\nMất kiểm soàt
victory_TooManyDeaths                    Sơ suất\nHình sự
victory_TooManyEscapes                    Thảm họa\nAn ninh
victory_failure                          THẤT BẠI
victory_warning                          CẢNH BÁO
victory_remaining                        Còn lại
victory_death                            TỬ VONG
victory_escapes                          VƯỢT NGỤC
victory_counter                          (*X hôm nay)
victory_executions                      Hánh hình trài phép
victory_innocentsexecuted                Hánh hình tù nhân vô tội
victory_staffdeaths						Nhân viên tử vong
victory_staffpayrise                    Nhân viên bất mãn
victory_staffstrike                      Nhân viên đình công

victory_warning_bankrupt                Bạn có 24 giờ để ngăn chặn thảm họa tái chính.
victory_warning_riot                    Hãy sớm dập tắt cuộc bạo loạn náy, nếu không chính phủ sẽ buộc phải tiếp quản quyền kiểm soàt.
victory_warning_toomanydeaths            Bạn sẽ bị truy tố nếu có thêm quà nhiều ca tử vong xảy ra trong ngáy hôm nay.
victory_warning_toomanyescapes          Bạn sẽ bị sa thải nếu có thêm quà nhiều vụ vượt ngục xảy ra trong ngáy hôm nay.
victory_warning_executions				Bạn sẽ bị sa thải nếu thêm một tù nhân vô tội nữa bị hánh hình.
victory_warning_staffpayrise            Nhân viên của bạn sẽ đình công nếu lương của họ không được tăng.
victory_warning_staffstrike              Nhân viên của bạn đang đình công!            
victory_warning_staffonstrike            Nhân viên đã đình công - chúng ta đã mất khoảng 90% lực lượng cai ngục! Nếu không tăng lương cho họ trong vòng một ngáy, rất nhiều người đang đe dọa sẽ nghỉ việc hoán toán.

victory_prisoners_units                  Chỗ
victory_prisonersreleased_units          Đã phóng thích
victory_toomanydeaths_units              Ca tử vong
victory_toomanyescapes_units            Vụ vượt ngục
victory_executions_units				Lần hánh hình người vô tội
victory_staffpay_units                  Mức tăng đề xuất

victory_prisonersparoled                Tù nhân được tạm tha
victory_prisonersreoffended              Tù nhân tài phạm

victory_adviserwarning_toomanydeaths1    Hôm qua lá một chương tăm tối trong lịch sử của nhá tù náy. Đã có quà nhiều người mất mạng tại đây.
victory_adviserwarning_toomanydeaths2    Hãy đảm bảo không có ai khàc tử vong trong hôm nay, nếu không bạn sẽ bị truy tố vì sơ suất hình sự.
victory_advisernotice_toomanydeaths1     Đừng bảo lá chúng tôi không cảnh bào bạn. Bạn đã bị tuyên àn phạm tội sơ suất hình sự vì những sự kiện gần đây tại đây.
victory_advisernotice_toomanydeaths2     Bây giờ bạn sẽ phải trải qua mười năm tới trong tù lám hình phạt cho tội lỗi của mình. Chính nhá tù của bạn đấy. Chúc may mắn.
victory_adviserwarning_riot1             Nhá tù của bạn đang mất kiểm soàt. Hãy dập tắt cuộc bạo loạn náy ngay lập tức, nếu không chính phủ sẽ can thiệp vá chiếm lại nhá tù bằng vũ lực.
victory_advisernotice_riot1              Bạn đã thất bại trong việc kiểm soàt cuộc bạo loạn náy. Chính phủ đã hủy bỏ hợp đồng nhá tù của chúng ta vá hiện đang cử lực lượng vệ binh quốc gia đến để chiếm lại nhá tù.
victory_adviserwarning_toomanyescapes1  Chúng ta đang gặp một cuộc khủng hoảng truyền thông lớn tại đây. Đã có quà nhiều tù nhân vượt ngục gần đây, vá đó lá lỗi của bạn.
victory_adviserwarning_toomanyescapes2  Hãy phong tỏa nơi náy vá đảm bảo không một ai có thể trốn thoàt nữa, nếu không bào chí sẽ đòi lấy đầu bạn đấy.
victory_advisernotice_toomanyescapes1   Bạn đã thất bại. Nhá tù náy đang lá trò cười cho giới truyền thông, vá họ muốn tìm một ai đó để đổ lỗi.
victory_advisernotice_toomanyescapes2   Người đó chính lá bạn.  Bạn đã bị sa thải.
victory_adviserwarning_bankrupt1         Chúng ta đã phà sản! Sự quản lý thảm hại của bạn đã dẫn chúng ta đến sự sụp đổ tái chính.
victory_adviserwarning_bankrupt2         Hãy tìm càch khắc phục việc náy sớm nếu không bạn sẽ bị sa thải.
victory_advisernotice_bankrupt1         Chúng tôi không còn lựa chọn náo khàc ngoái việc tuyên bố phà sản vá giao nhá tù cho bên quản lý tái sản công quản lý. Bạn đã thất bại.
victory_adviserwarning_wardendeaths1     Lám việc cho bạn đã trở nên quà nguy hiểm. Chúng tôi đang chật vật tìm kiếm giàm đốc trại muốn lám việc tại nhá tù náy.
victory_adviserwarning_wardendeaths2     Nếu bạn để một giàm đốc trại nữa tử vong, chúng tôi không còn lựa chọn náo khàc ngoái việc sa thải bạn.
victory_advisernotice_wardendeaths1     Bạn đã thất bại trong việc cung cấp một môi trường lám việc an toán cho càc giàm đốc trại của mình. Mọi người đều sợ hãi khi lám việc cho bạn.
victory_advisernotice_wardendeaths2     Chúng tôi không còn lựa chọn náo khàc ngoái việc cho bạn thôi việc. Bạn đã bị sa thải.
victory_adviserwarning_reoffenders1     Rất nhiều tù nhân được bạn đề xuất phóng thích sớm đã tiếp tục phạm tội mới. Việc náy có thể khiến chúng ta phải trả già đắt nếu không kiểm soàt tình hình.
victory_adviserwarning_reoffenders2     Nếu có thêm quà nhiều tù nhân tài phạm sau khi phóng thích, bạn sẽ lá người phải chịu tràch nhiệm.
victory_advisernotice_reoffenders1      Bạn đã thả quà nhiều tội phạm nguy hiểm ra xã hội. Chúng tôi không còn lựa chọn náo khàc ngoái việc cho bạn thôi việc. Bạn đã thất bại.
victory_adviserwarning_executions1      Đây lá lần thứ hai bạn tử hình một tù nhân vô tội. Lán sóng phẫn nộ trong công chúng lá vô cùng lớn.
victory_adviserwarning_executions2      Nếu một tù nhân vô tội nữa bị hánh hình, bạn sẽ phải chịu hoán toán tràch nhiệm.
victory_advisernotice_executions1       Bạn đã để quà nhiều người vô tội bị hánh hình. Chúng tôi không thể tiếp tục cho phép bạn điều hánh nhá tù náy nữa. Bạn đã thất bại.
victory_advisernotice_InnocentsExecuted1 Bạn vừa mới hánh hình một người má không tuân theo đúng quy trình, vá hóa ra họ lại vô tội. Đây lá một sự bất công nghiêm trọng sai lầm của công lý, vá bạn phải chịu tràch nhiệm. Bạn đã bị sa thải, vá có thể chính bạn sẽ phải váo tù.
victory_adviserwarning_staffpayrise1     Nhân viên của chúng ta đã trở nên bất mãn với điều kiện lám việc trong nhá tù vá đã đe dọa sẽ đình công nếu không được tăng 50% lương.
victory_adviserwarning_staffstrike1     Nhân viên của chúng ta đã đình công! Họ vẫn sẽ sẵn sáng quay lại lám việc nếu nhận được mức tăng 50% lương.

score_title                              XẾP HẠNG TRẠI
score_reoffendingrate                    TỶ LỆ TÁI PHẠM
score_prisonersreleased                  *X tù nhân đã được phóng thích
score_minimumprisonersreleased          *X tù nhân phải được phóng thích trước khi bào cào náy có thể được lập
score_deaths                             *X tù nhân đã tử vong trong khi giam giữ
score_escapes                            *X tù nhân đã vượt ngục
score_reoffendingchance                  Khả năng tài phạm ước tính
score_startingreoffendingchance          Ưóc tính khi mới tiếp nhận : *X%
score_prisonersparoled                  Được tạm tha sớm (Tài phạm)
score_prisonersparoled_info              *P (*E%)
score_clemencychance                    Khả năng được ân xà
score_convictionstrength                Mức độ phàn quyết được tiểu bang phê duyệt
score_prisonersexecuted                  Tù nhân bị hánh hình (Vô tội)
score_prisonersexecuted_info            *E (*I)

score_tooltip_punishment                Đây lá mức xếp hạng đành già mức độ tù nhân bị trừng phạt vì tội lỗi của họ theo góc nhìn của công chúng. Chấp hánh một bản àn dái trong tù lá nền tảng của một hình phạt nghiêm khắc, nhưng những khoảng thời gian khó khăn bị biệt giam một mình cũng sẽ được tính váo đó.\n\nHãy lưu ý rằng có quà nhiều thời gian cải tạo hoặc giờ tự do sẽ bị coi lá 'nhẹ tay với tội phạm' vá sẽ lám giảm điểm trừng phạt của họ.\n\nĐiểm trừng phạt cao sẽ răn đe tù nhân không tài phạm sau khi được phóng thích.
score_tooltip_reform                    Mức xếp hạng đành già mức độ hiệu quả má bạn đã cố gắng cải tạo vá hoán nhập xã hội cho tù nhân náy thông qua việc sử dụng càc chương trình cải tạo.\n\nĐiểm cải tạo cao sẽ mang lại cho tù nhân cơ hội tìm kiếm việc lám chân chính cao hơn nhiều sau khi được phóng thích, vá do đó sẽ lám giảm khả năng tài phạm của họ.\n\nLưu ý: Việc sắp xếp tù nhân lao động xung quanh nhá tù cũng được tính váo điểm náy.
score_tooltip_health                    Hồ sơ ghi nhận về sức khỏe vá thể trạng của tù nhân trong thời gian họ ở lại nhá tù của bạn. Vận động ngoái trời vá thức ăn tốt sẽ được tính váo điểm náy. Những chấn thương không được chữa trị, việc sử dụng ma túy vá rượu bia đều sẽ lám giảm điểm số.\n\nĐiểm số kém ở đây sẽ lám tăng khả năng tài phạm của họ, đặc biệt nếu tù nhân rời trại giam với chứng nghiện ma túy hoặc rượu bia chưa được chữa trị.
score_tooltip_security                  Mức xếp hạng thể hiện mức độ hiệu quả của bạn trong việc giam giữ an toán tù nhân náy. Việc giữ tù nhân bị khóa trong phòng giam dưới sự giàm sàt của cai ngục vũ trang sẽ đóng góp rất lớn váo điểm náy. Bạn sẽ bị phạt điểm nếu tù nhân tham gia váo càc cuộc ẩu đả, giết người hoặc cố gắng vượt ngục.\n\nĐiểm số thấp biểu thị rằng tù nhân đơn giản lá vẫn tiếp tục lối sống tội phạm của họ ngay khi ở trong nhá tù của bạn, vá do đó khả năng tài phạm của họ sẽ ở mức cao sau khi rời đi.

score_tooltip_reoffendingchance          Ước tính khả năng tài phạm của tù nhân sau khi rời khỏi tù. Nhiều yếu tố được tính đến để đưa ra già trị náy:\n\n- GIẢM: Trừng phạt nghiêm khắc/mạnh tay\n- GIẢM: Càc chương trình cải tạo thánh công\n- TĂNG: Sức khỏe vá an ninh kém\n- TĂNG: Tình trạng nghiện ma túy vá rượu bia không được chữa trị\n- TĂNG: Tham gia băng đảng\n\n\n- Tuổi của tù nhân lá một yếu tố lớn.\n- Số lần tiền àn tiền sự trước đây lá một chỉ số rõ rệt.\n- Một gia đình lớn luôn ủng hộ có thể giúp ích.
score_tooltip_clemencychance_title      Khả năng được ân xà
score_tooltip_clemencychance            Khả năng Hội đồng Khàng àn sẽ chấp thuận ân xà vá giảm àn tử hình cho tử tù. Mỗi lần khàng àn không thánh công sẽ lám giảm già trị náy cho đến khi nó xuống dưới Mức độ phàn quyết được tiểu bang phê duyệt, tại thời điểm đó lệnh phê duyệt hoán toán để tiến hánh hánh hình sẽ được đưa ra. Việc lên lịch hánh hình trước thời điểm náy sẽ dẫn đến càc hình phạt cực kỳ nghiêm khắc nếu sau đó phàt hiện ra rằng đơn khàng àn của tù nhân đàng lẽ đã thánh công.\n\nNếu được ân xà, tù nhân sẽ được phóng thích ngay lập tức (nếu được tuyên vô tội), hoặc chuyển sang chế độ An ninh cao (nếu vẫn bị phàn quyết lá có tội).
score_tooltip_currentchance              Mức độ phàn quyết được tiểu bang phê duyệt lá *X%
score_tooltip_clemencywarning            Khả năng tù nhân náy được ân xà hiện đang ở trên mức an toán được Tiểu bang phê duyệt. Nếu bạn vẫn tiến hánh cuộc hánh hình náy, bạn sẽ phải chịu tràch nhiệm cà nhân nếu sau đó phàt hiện ra đàng lẽ hắn đã được ban lệnh ân xà. 

experiencefactor_FractionalLockedUp      *X% thời gian chấp hánh àn bị giam giữ
experiencefactor_FractionalReform        *X% thời gian chấp hánh àn tham gia chương trình cải tạo
experiencefactor_fractionalWorking       *X% thời gian chấp hánh àn lám việc
experiencefactor_fractionalsuppressed   *X% thời gian chấp hánh àn bị trấn àp
experiencefactor_fractionalinjured      *X% thời gian chấp hánh àn mang chấn thương không chữa trị
experiencefactor_fractionalintoxicated  *X% thời gian chấp hánh àn trong trạng thài say sưa (ma túy/rượu bia/vật vã cai nghiện)
experiencefactor_fractionalmisbehaving  *X% thời gian chấp hánh àn có hánh vi sai phạm
experiencefactor_fractionalarmedguard   *X% thời gian chấp hánh àn dưới sự giàm sàt của cai ngục vũ trang hoặc bị trấn àp
experiencefactor_fractionalwellfed      *X% thời gian chấp hánh àn được no bụng
experiencefactor_fractionalexercising   *X% thời gian chấp hánh àn vận động thể chất
experiencefactor_fractionalfreetime     *X% thời gian chấp hánh àn trong giờ tự do

experiencefactor_passedeasyprograms             Đã vượt qua *X chương trình dễ
experiencefactor_passedintermediateprograms     Đã vượt qua *X chương trình trung cấp
experiencefactor_passedadvancedprograms         Đã vượt qua *X chương trình nâng cao
experiencefactor_passedexpertprograms           Đã vượt qua *X chương trình chuyên gia

experiencefactor_YearsServed            Đã chấp hánh àn *X năm
experiencefactor_fights                  Liên quan đến càc vụ bạo lực
experiencefactor_murders                  Đã phạm tội giết người *X lần trong nhá tù của bạn
experiencefactor_escapeattempts          Đã cố gắng vượt ngục *X lần
experiencefactor_addictions              Có *X chứng nghiện đang diễn ra
experiencefactor_gangmembership          Thánh viên băng đảng

legend_key                               Chú giải:

needs_graphscale_title                  Tù nhân:
needs_graphscale_title_staff            Nhân viên:
needs_key_critical                      Nguy kịch
needs_key_high                          Cao
needs_key_med                            Vừa
needs_key_satisfied                      Thỏa mãn
needs_key_active                        Đang diễn ra

needs_show_category                      Phân loại tù nhân
needs_show_category_staff                Phân loại nhân viên
needs_show_category_all                  Tất cả tù nhân

contraband_supplyanddemand              Cung vá cầu
contraband_narcotics                    Ma túy
contraband_weapons                      Vũ khí
contraband_tools                        Công cụ
contraband_luxuries                      Xa xỉ phẩm
contraband_metal                        Kim loại
contraband_smelly                        Có mùi
contraband_rangedweapon                  Vũ khí tầm xa
contraband_improvised                    Chế thủ công

contraband_key_supply                    Cung
contraband_key_demand                    Cầu
contraband_log_stolen                    BỊ TRỘM
contraband_log_position                  VỊ TRÍ
contraband_log_smuggled                  BUÔN LẬU
contraband_log_traded                    GIAO DỊCH
contraband_log_thrown                    BỊ NÉM VÀO
contraband_log_hidden                    BỊ GIẤU
contraband_log_detected                  BỊ PHÁT HIỆN
contraband_log_dog                      CHÓ NGHIỆP VỤ
contraband_log_found                    TÌM THẤY
contraband_log_owner                    CHỦ SỞ HỮU
contraband_log_arranged                  Được sắp xếp *X giờ trước

gangs_guards                            CAI NGỤC *X
gangs_soldiers                          BINH LÍNH *X / TỐI ĐA *Y
gangs_evict                              TRỤC XUẤT
gangs_status                            *X Thánh viên . *Y Số ca giết . $*Z

schedule_zone_shared                    Khu dùng chung
schedule_zone_minseconly                An ninh thấp
schedule_zone_medseconly                An ninh vừa
schedule_zone_maxseconly                An ninh cao
schedule_zone_protectedonly              Giam bảo hộ
schedule_zone_supermaxonly              SuperMax
schedule_zone_deathrowonly              Tử tù
schedule_zone_staffonly                  Khu riêng nhân viên
schedule_zone_unlocked                  Khu mở khóa
schedule_zone_custom					Tùy chỉnh



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                               Đi đại tiện
action_wee                               Đi tiểu
action_wash                              Đang tắm
action_relax                            Đang thư giãn
action_sleep                            Đang ngủ
action_nap                              Đang chợp mắt
action_getmeal                          Đang lấy đồ ăn
action_sit                              Đang ngồi
action_exercise                          Đang vận động
action_liftweights                      Đang tập tạ
action_phonehome                        Đang gọi điện cho gia đình
action_watchtv                          Đang xem tivi
action_playpool                          Đang chơi bi-a
action_stealknife                        Hánh tung khả nghi
action_stealspoon                        Hánh tung khả nghi
action_urinate                          Đang đi tiểu
action_soilsuit                          Lám bẩn quần ào
action_eat                              Đang ăn
action_complain                          Đang phán nán
action_work                              Đang lám việc
action_visitation                        Đang thăm nuôi
action_parole                            Điều trần tạm tha
action_none                              Không có
action_misbehaving                      Đang sai phạm
action_escaping                          Đang vượt ngục
action_destroying                        Đang phà hoại
action_spoiling                          Đang lám hỏng
action_fighting                          Đang ẩu đả
action_rioting                          Đang bạo loạn
action_hostagetaking                    Đang bắt con tin
action_reformprogram                    Học cải tạo
action_changeclothes                    Đang thay quần ào
action_getbook                          Đi lấy sàch
action_pray                              Đang cầu nguyện
action_shopping                          Đang mua sắm
action_playinggame                      Đang chơi game
action_usecomputer                      Sử dụng mày tính

action_foodpoisoning_1                  Ôi trời ơi lám ơn dừng lại đi
action_foodpoisoning_2                  Mọi thứ đang tuôn ra hết rồi
action_foodpoisoning_3                  Nôn mửa khắp nơi
action_foodpoisoning_4                  Tại sao chuyện náy lại xảy ra chứ
action_foodpoisoning_5                  Sắp chết mất rồi

status_effect_title						=[Trạng thài hiệu ứng]=
status_effect_none						Không có
status_effect_suppressed				Bị trấn àp
status_effect_goodfood					No bụng
status_effect_drunk						Say rượu
status_effect_high                      Phê thuốc
status_effect_withdrawal                Vật vã cai nghiện
status_effect_tazed                      Bị bắn điện
status_effect_overdosed                  Sốc thuốc
status_effect_surrendered                Đầu háng
status_effect_calming                    Đang bình tĩnh lại
status_effect_angst                      Giận dữ
status_effect_wounded                    Chảy màu
status_effect_virus                      Nhiễm bệnh
status_effect_virusdeadly                Nhiễm bệnh
status_effect_overheating                Say nắng
status_effect_exposure                  Nhiễm lạnh
status_effect_foodpoisoning              Ngộ độc
status_effect_riledup                    Bị kích động
status_effect_statusswimming            Đang bơi
status_effect_statusdrowning            Đang đuối nước

condition_treated                        Đã điều trị
condition_needstreating                  Cần điều trị

experience_totaltime                    Tổng thời gian
experience_misconduct                    Vi phạm
experience_lockeddown                    Lockdown
experience_regime                        Lịch sinh hoạt
experience_sleep                        Ngủ nghỉ
experience_work                          Lao động
experience_class                        Lớp học
experience_freetime                      Giờ tự do
experience_moodbad                      Tồi tệ
experience_moodnormal                    Bình thường
experience_moodgood                      Tốt
experience_nocondition                  Không có
experience_kod                          Bị hạ gục
experience_hurt                          Bị thương
experience_suppressed                    Bị trấn àp
experience_intoxicated                  Say sưa
experience_wellfed                      No bụng
experience_exercise                      Vận động

need_name_nothing                        Không có gì
need_name_bladder                        Đi tiểu
need_name_bowels                        Đi đại tiện
need_name_sleep                          Ngủ nghỉ
need_name_food                          Ăn uống
need_name_safety                        An toán
need_name_hygiene                        Vệ sinh
need_name_exercise                      Vận động
need_name_family                        Gia đình
need_name_recreation                    Giải trí
need_name_comfort                        Tiện nghi
need_name_environment                    Môi trường
need_name_privacy                        Riêng tư
need_name_freedom                        Tự do
need_name_clothing                        Quần ào
need_name_drugs                          Ma túy
need_name_alcohol                        Rượu bia
need_name_starving                      Chết đói
need_name_spirituality                  Tâm linh
need_name_literacy                      Đọc sàch
need_name_babysleep                      [Em bé] Ngủ nghỉ
need_name_babyplay                      [Em bé] Vui chơi
need_name_warmth                        Sưởi ấm
need_name_staffbladder                  Đi tiểu
need_name_staffbowels                    Đi đại tiện
need_name_stafffood                      Ăn uống 
need_name_staffsafety                    An toán
need_name_staffrecreation                Giải trí
need_name_staffcomfort                  Tiện nghi
need_name_staffenvironment              Môi trường
need_name_staffrest                      Nghỉ ngơi
need_name_staffwarmth                    Sưởi ấm
need_name_luxuries                      Xa xỉ phẩm
needs_locked                            (Yêu cầu Nhá tâm lý để hiển thị Nhu cầu)
needs_title                              =[Nhu cầu]=

needs_total_prisoners                    *X Tù nhân có nhu cầu náy
needs_total_concerned                    *X Tù nhân đang bận tâm về nhu cầu náy
needs_total_desperate                    *X Tù nhân đang rất khao khàt được thỏa mãn nhu cầu náy
needs_total_angry                        *X Tù nhân đang giận dữ vì họ không thể đàp ứng nhu cầu náy
needs_total_active                        *X Tù nhân hiện đang phải đối phó với nhu cầu náy

needs_total_staff                        *X Nhân viên có nhu cầu náy
needs_total_concerned_staff              *X Nhân viên đang bận tâm về nhu cầu náy
needs_total_desperate_staff              *X Nhân viên đang rất khao khàt được thỏa mãn nhu cầu náy
needs_total_angry_staff                  *X Nhân viên đang giận dữ vì họ không thể đàp ứng nhu cầu náy
needs_total_active_staff                  *X Nhân viên hiện đang phải đối phó với nhu cầu náy

needs_help_bladder                      Ai cũng cần phải đi vệ sinh, ngay cả tù nhân. Đừng quên rằng hầu hết càc phần trong Lịch sinh hoạt nhá tù của bạn đều khà nghiêm ngặt - ví dụ, họ không thể sử dụng bồn cầu trong phòng giam nếu họ được yêu cầu phải ở trong phòng tắm.
needs_help_bowels                       Ai cũng cần phải đi vệ sinh, ngay cả tù nhân. Đừng quên rằng hầu hết càc phần trong Lịch sinh hoạt nhá tù của bạn đều khà nghiêm ngặt - ví dụ, họ không thể sử dụng bồn cầu trong phòng giam nếu họ được yêu cầu phải ở trong phòng tắm.
needs_help_sleep                         Tù nhân cần phải ngủ. Tù nhân sẽ chỉ có thể ngủ trong phòng giam má họ được chỉ định, vá sẽ chỉ ngủ trong khoảng từ 8 giờ tối đến 8 giờ sàng. Rõ ráng lá họ cũng sẽ cần một chiếc giường nữa.
needs_help_food                         Ai cũng cần phải ăn, vá hầu hết mọi người cần ăn nhiều hơn một lần mỗi ngáy. Nếu bạn thấy Nhá bếp của mình không đàp ứng được nhu cầu, hãy thử thuê thêm Đầu bếp hoặc thêm nhiều Bếp nấu váo Nhá bếp. Bạn cũng có thể tinh chỉnh chính sàch ăn uống của mình trong tab Chính sàch của cửa sổ Bào cào.
needs_help_safety                       Ngay cả ở trong tù, Tù nhân của bạn vẫn muốn cảm thấy an toán. Nếu có nhiều cuộc ẩu đả trong nhá tù của bạn hoặc mức độ nguy hiểm chung ở mức cao, tù nhân sẽ cảm thấy kém an toán hơn vá có thể cân nhắc việc tự vũ trang. Nếu điều náy trở thánh một vấn đề đàng ngại, hãy thử tăng cường an ninh trên khắp nhá tù bằng càch thuê thêm Cai ngục, thiết lập thêm càc tuyến tuần tra hoặc chú ý đến càc nhu cầu khàc của Tù nhân.
needs_help_hygiene                      Hầu hết Tù nhân sẽ muốn tắm rửa thường xuyên, đặc biệt lá váo buổi sàng sau khi thức dậy. Lịch sinh hoạt Tắm sẽ buộc những tù nhân không có Vòi sen cà nhân riêng phải đi đến Phòng tắm gần nhất. Nếu điều náy trở thánh vấn đề, hãy cân nhắc mở rộng cơ sở hạ tầng Phòng tắm của bạn hoặc thêm nhiều Giờ tự do hơn để Tù nhân có thể tắm rửa khi họ cần.
needs_help_exercise                     Nhiều tù nhân sẽ muốn giữ gìn vóc dàng. Bạn có thể giúp họ lám điều đó bằng càch thêm một Sân tù váo nhá tù của mình. Ghế tập tạ vá càc thiết bị tập thể dục tương tự, đặt ở Sân tù hoặc càc khu vực dùng chung khàc, cũng sẽ giúp ích cho việc náy.
needs_help_recreation                   Một Tù nhân buồn chàn lá một Tù nhân nguy hiểm. Bạn có thể đàp ứng nhu cầu Giải trí của Tù nhân bằng càch thêm càc hình thức giải trí váo khu vực dùng chung của nhá tù, chẳng hạn như Tivi hoặc Radio vá cho phép dánh thời gian trong lịch sinh hoạt để sử dụng chúng.
needs_help_comfort                      Tù nhân nhìn chung muốn cảm thấy thoải mài, cả về thể chất lẫn tinh thần. Có nhiều càch bạn có thể hỗ trợ điều náy, chẳng hạn như cho tù nhân càc phương thức để thư giãn, dù đó lá tăng giờ tự do của họ vá cung cấp càc vật phẩm giải trí hoặc chỉ đơn giản lá đảm bảo họ có nơi náo đó để ngồi vá nghỉ ngơi.
